id,status,sampled_path,normals_path,raw_path,notes
Buche_167,processed,D:\2025-01-30\Bureau\master\S2\TRAITEMENT DES DONNEES MULTIMEDIA\Projet-Image Processing Tree Species Classification\src\preprocessing\data\processed\sampled\Buche_167.npy,D:\2025-01-30\Bureau\master\S2\TRAITEMENT DES DONNEES MULTIMEDIA\Projet-Image Processing Tree Species Classification\src\preprocessing\data\processed\normals\Buche_167.npy,D:\2025-01-30\Bureau\master\S2\TRAITEMENT DES DONNEES MULTIMEDIA\Projet-Image Processing Tree Species Classification\Dataset\dataverse_files\Buche\167.pts,"centroid:[0.9321311116218567, -16.16661262512207, 6.489145755767822],orig_points:85159,cleaned:85159"
Buche_146,processed,D:\2025-01-30\Bureau\master\S2\TRAITEMENT DES DONNEES MULTIMEDIA\Projet-Image Processing Tree Species Classification\src\preprocessing\data\processed\sampled\Buche_146.npy,D:\2025-01-30\Bureau\master\S2\TRAITEMENT DES DONNEES MULTIMEDIA\Projet-Image Processing Tree Species Classification\src\preprocessing\data\processed\normals\Buche_146.npy,D:\2025-01-30\Bureau\master\S2\TRAITEMENT DES DONNEES MULTIMEDIA\Projet-Image Processing Tree Species Classification\Dataset\dataverse_files\Buche\146.pts,"centroid:[38.71053695678711, -31.130229949951172, 7.719862461090088],orig_points:132888,cleaned:132888"
Buche_125,processed,D:\2025-01-30\Bureau\master\S2\TRAITEMENT DES DONNEES MULTIMEDIA\Projet-Image Processing Tree Species Classification\src\preprocessing\data\processed\sampled\Buche_125.npy,D:\2025-01-30\Bureau\master\S2\TRAITEMENT DES DONNEES MULTIMEDIA\Projet-Image Processing Tree Species Classification\src\preprocessing\data\processed\normals\Buche_125.npy,D:\2025-01-30\Bureau\master\S2\TRAITEMENT DES DONNEES MULTIMEDIA\Projet-Image Processing Tree Species Classification\Dataset\dataverse_files\Buche\125.pts,"centroid:[-3.942936420440674, 10.362929344177246, 10.428621292114258],orig_points:166387,cleaned:166387"
Buche_145,processed,D:\2025-01-30\Bureau\master\S2\TRAITEMENT DES DONNEES MULTIMEDIA\Projet-Image Processing Tree Species Classification\src\preprocessing\data\processed\sampled\Buche_145.npy,D:\2025-01-30\Bureau\master\S2\TRAITEMENT DES DONNEES MULTIMEDIA\Projet-Image Processing Tree Species Classification\src\preprocessing\data\processed\normals\Buche_145.npy,D:\2025-01-30\Bureau\master\S2\TRAITEMENT DES DONNEES MULTIMEDIA\Projet-Image Processing Tree Species Classification\Dataset\dataverse_files\Buche\145.pts,"centroid:[35.765174865722656, -28.50343132019043, 7.733522415161133],orig_points:138375,cleaned:138375"
Buche_142,processed,D:\2025-01-30\Bureau\master\S2\TRAITEMENT DES DONNEES MULTIMEDIA\Projet-Image Processing Tree Species Classification\src\preprocessing\data\processed\sampled\Buche_142.npy,D:\2025-01-30\Bureau\master\S2\TRAITEMENT DES DONNEES MULTIMEDIA\Projet-Image Processing Tree Species Classification\src\preprocessing\data\processed\normals\Buche_142.npy,D:\2025-01-30\Bureau\master\S2\TRAITEMENT DES DONNEES MULTIMEDIA\Projet-Image Processing Tree Species Classification\Dataset\dataverse_files\Buche\142.pts,"centroid:[28.01669692993164, -37.332496643066406, 9.015405654907227],orig_points:171377,cleaned:171377"
Buche_173,processed,D:\2025-01-30\Bureau\master\S2\TRAITEMENT DES DONNEES MULTIMEDIA\Projet-Image Processing Tree Species Classification\src\preprocessing\data\processed\sampled\Buche_173.npy,D:\2025-01-30\Bureau\master\S2\TRAITEMENT DES DONNEES MULTIMEDIA\Projet-Image Processing Tree Species Classification\src\preprocessing\data\processed\normals\Buche_173.npy,D:\2025-01-30\Bureau\master\S2\TRAITEMENT DES DONNEES MULTIMEDIA\Projet-Image Processing Tree Species Classification\Dataset\dataverse_files\Buche\173.pts,"centroid:[4.526200771331787, -21.125167846679688, 6.322539329528809],orig_points:57295,cleaned:57295"
Buche_166,processed,D:\2025-01-30\Bureau\master\S2\TRAITEMENT DES DONNEES MULTIMEDIA\Projet-Image Processing Tree Species Classification\src\preprocessing\data\processed\sampled\Buche_166.npy,D:\2025-01-30\Bureau\master\S2\TRAITEMENT DES DONNEES MULTIMEDIA\Projet-Image Processing Tree Species Classification\src\preprocessing\data\processed\normals\Buche_166.npy,D:\2025-01-30\Bureau\master\S2\TRAITEMENT DES DONNEES MULTIMEDIA\Projet-Image Processing Tree Species Classification\Dataset\dataverse_files\Buche\166.pts,"centroid:[-2.0445330142974854, -11.411828994750977, 11.192541122436523],orig_points:155506,cleaned:155506"
Buche_188,processed,D:\2025-01-30\Bureau\master\S2\TRAITEMENT DES DONNEES MULTIMEDIA\Projet-Image Processing Tree Species Classification\src\preprocessing\data\processed\sampled\Buche_188.npy,D:\2025-01-30\Bureau\master\S2\TRAITEMENT DES DONNEES MULTIMEDIA\Projet-Image Processing Tree Species Classification\src\preprocessing\data\processed\normals\Buche_188.npy,D:\2025-01-30\Bureau\master\S2\TRAITEMENT DES DONNEES MULTIMEDIA\Projet-Image Processing Tree Species Classification\Dataset\dataverse_files\Buche\188.pts,"centroid:[15.087745666503906, -6.352151393890381, 5.389779567718506],orig_points:78358,cleaned:78358"
Buche_18,processed,D:\2025-01-30\Bureau\master\S2\TRAITEMENT DES DONNEES MULTIMEDIA\Projet-Image Processing Tree Species Classification\src\preprocessing\data\processed\sampled\Buche_18.npy,D:\2025-01-30\Bureau\master\S2\TRAITEMENT DES DONNEES MULTIMEDIA\Projet-Image Processing Tree Species Classification\src\preprocessing\data\processed\normals\Buche_18.npy,D:\2025-01-30\Bureau\master\S2\TRAITEMENT DES DONNEES MULTIMEDIA\Projet-Image Processing Tree Species Classification\Dataset\dataverse_files\Buche\18.pts,"centroid:[-7.377079963684082, 16.473098754882812, 7.2423272132873535],orig_points:107872,cleaned:107872"
Buche_180,processed,D:\2025-01-30\Bureau\master\S2\TRAITEMENT DES DONNEES MULTIMEDIA\Projet-Image Processing Tree Species Classification\src\preprocessing\data\processed\sampled\Buche_180.npy,D:\2025-01-30\Bureau\master\S2\TRAITEMENT DES DONNEES MULTIMEDIA\Projet-Image Processing Tree Species Classification\src\preprocessing\data\processed\normals\Buche_180.npy,D:\2025-01-30\Bureau\master\S2\TRAITEMENT DES DONNEES MULTIMEDIA\Projet-Image Processing Tree Species Classification\Dataset\dataverse_files\Buche\180.pts,"centroid:[4.896371841430664, 4.403104305267334, 8.004401206970215],orig_points:110938,cleaned:110938"
Buche_147,processed,D:\2025-01-30\Bureau\master\S2\TRAITEMENT DES DONNEES MULTIMEDIA\Projet-Image Processing Tree Species Classification\src\preprocessing\data\processed\sampled\Buche_147.npy,D:\2025-01-30\Bureau\master\S2\TRAITEMENT DES DONNEES MULTIMEDIA\Projet-Image Processing Tree Species Classification\src\preprocessing\data\processed\normals\Buche_147.npy,D:\2025-01-30\Bureau\master\S2\TRAITEMENT DES DONNEES MULTIMEDIA\Projet-Image Processing Tree Species Classification\Dataset\dataverse_files\Buche\147.pts,"centroid:[42.77023696899414, -27.096294403076172, 9.415550231933594],orig_points:273071,cleaned:273071"
Buche_190,processed,D:\2025-01-30\Bureau\master\S2\TRAITEMENT DES DONNEES MULTIMEDIA\Projet-Image Processing Tree Species Classification\src\preprocessing\data\processed\sampled\Buche_190.npy,D:\2025-01-30\Bureau\master\S2\TRAITEMENT DES DONNEES MULTIMEDIA\Projet-Image Processing Tree Species Classification\src\preprocessing\data\processed\normals\Buche_190.npy,D:\2025-01-30\Bureau\master\S2\TRAITEMENT DES DONNEES MULTIMEDIA\Projet-Image Processing Tree Species Classification\Dataset\dataverse_files\Buche\190.pts,"centroid:[15.036067008972168, -14.496308326721191, 4.519793510437012],orig_points:57290,cleaned:57290"
Buche_172,processed,D:\2025-01-30\Bureau\master\S2\TRAITEMENT DES DONNEES MULTIMEDIA\Projet-Image Processing Tree Species Classification\src\preprocessing\data\processed\sampled\Buche_172.npy,D:\2025-01-30\Bureau\master\S2\TRAITEMENT DES DONNEES MULTIMEDIA\Projet-Image Processing Tree Species Classification\src\preprocessing\data\processed\normals\Buche_172.npy,D:\2025-01-30\Bureau\master\S2\TRAITEMENT DES DONNEES MULTIMEDIA\Projet-Image Processing Tree Species Classification\Dataset\dataverse_files\Buche\172.pts,"centroid:[8.56818675994873, -12.24586009979248, 9.193592071533203],orig_points:216499,cleaned:216499"
Buche_191,processed,D:\2025-01-30\Bureau\master\S2\TRAITEMENT DES DONNEES MULTIMEDIA\Projet-Image Processing Tree Species Classification\src\preprocessing\data\processed\sampled\Buche_191.npy,D:\2025-01-30\Bureau\master\S2\TRAITEMENT DES DONNEES MULTIMEDIA\Projet-Image Processing Tree Species Classification\src\preprocessing\data\processed\normals\Buche_191.npy,D:\2025-01-30\Bureau\master\S2\TRAITEMENT DES DONNEES MULTIMEDIA\Projet-Image Processing Tree Species Classification\Dataset\dataverse_files\Buche\191.pts,"centroid:[18.9800968170166, -8.987720489501953, 5.487976551055908],orig_points:81330,cleaned:81330"
Buche_19,processed,D:\2025-01-30\Bureau\master\S2\TRAITEMENT DES DONNEES MULTIMEDIA\Projet-Image Processing Tree Species Classification\src\preprocessing\data\processed\sampled\Buche_19.npy,D:\2025-01-30\Bureau\master\S2\TRAITEMENT DES DONNEES MULTIMEDIA\Projet-Image Processing Tree Species Classification\src\preprocessing\data\processed\normals\Buche_19.npy,D:\2025-01-30\Bureau\master\S2\TRAITEMENT DES DONNEES MULTIMEDIA\Projet-Image Processing Tree Species Classification\Dataset\dataverse_files\Buche\19.pts,"centroid:[-10.915714263916016, 19.207761764526367, 12.5281343460083],orig_points:137375,cleaned:137375"
Buche_192,processed,D:\2025-01-30\Bureau\master\S2\TRAITEMENT DES DONNEES MULTIMEDIA\Projet-Image Processing Tree Species Classification\src\preprocessing\data\processed\sampled\Buche_192.npy,D:\2025-01-30\Bureau\master\S2\TRAITEMENT DES DONNEES MULTIMEDIA\Projet-Image Processing Tree Species Classification\src\preprocessing\data\processed\normals\Buche_192.npy,D:\2025-01-30\Bureau\master\S2\TRAITEMENT DES DONNEES MULTIMEDIA\Projet-Image Processing Tree Species Classification\Dataset\dataverse_files\Buche\192.pts,"centroid:[20.40983009338379, -6.213530540466309, 9.301129341125488],orig_points:104950,cleaned:104950"
Buche_200,processed,D:\2025-01-30\Bureau\master\S2\TRAITEMENT DES DONNEES MULTIMEDIA\Projet-Image Processing Tree Species Classification\src\preprocessing\data\processed\sampled\Buche_200.npy,D:\2025-01-30\Bureau\master\S2\TRAITEMENT DES DONNEES MULTIMEDIA\Projet-Image Processing Tree Species Classification\src\preprocessing\data\processed\normals\Buche_200.npy,D:\2025-01-30\Bureau\master\S2\TRAITEMENT DES DONNEES MULTIMEDIA\Projet-Image Processing Tree Species Classification\Dataset\dataverse_files\Buche\200.pts,"centroid:[16.022964477539062, 3.964412212371826, 7.438623905181885],orig_points:67849,cleaned:67849"
Buche_193,processed,D:\2025-01-30\Bureau\master\S2\TRAITEMENT DES DONNEES MULTIMEDIA\Projet-Image Processing Tree Species Classification\src\preprocessing\data\processed\sampled\Buche_193.npy,D:\2025-01-30\Bureau\master\S2\TRAITEMENT DES DONNEES MULTIMEDIA\Projet-Image Processing Tree Species Classification\src\preprocessing\data\processed\normals\Buche_193.npy,D:\2025-01-30\Bureau\master\S2\TRAITEMENT DES DONNEES MULTIMEDIA\Projet-Image Processing Tree Species Classification\Dataset\dataverse_files\Buche\193.pts,"centroid:[25.909141540527344, 0.6298491358757019, 8.21256160736084],orig_points:101312,cleaned:101312"
Buche_208,processed,D:\2025-01-30\Bureau\master\S2\TRAITEMENT DES DONNEES MULTIMEDIA\Projet-Image Processing Tree Species Classification\src\preprocessing\data\processed\sampled\Buche_208.npy,D:\2025-01-30\Bureau\master\S2\TRAITEMENT DES DONNEES MULTIMEDIA\Projet-Image Processing Tree Species Classification\src\preprocessing\data\processed\normals\Buche_208.npy,D:\2025-01-30\Bureau\master\S2\TRAITEMENT DES DONNEES MULTIMEDIA\Projet-Image Processing Tree Species Classification\Dataset\dataverse_files\Buche\208.pts,"centroid:[32.551231384277344, -2.578655958175659, 7.9324564933776855],orig_points:58526,cleaned:58526"
Buche_197,processed,D:\2025-01-30\Bureau\master\S2\TRAITEMENT DES DONNEES MULTIMEDIA\Projet-Image Processing Tree Species Classification\src\preprocessing\data\processed\sampled\Buche_197.npy,D:\2025-01-30\Bureau\master\S2\TRAITEMENT DES DONNEES MULTIMEDIA\Projet-Image Processing Tree Species Classification\src\preprocessing\data\processed\normals\Buche_197.npy,D:\2025-01-30\Bureau\master\S2\TRAITEMENT DES DONNEES MULTIMEDIA\Projet-Image Processing Tree Species Classification\Dataset\dataverse_files\Buche\197.pts,"centroid:[21.00572395324707, 8.544878959655762, 10.82916259765625],orig_points:113268,cleaned:113268"
Buche_201,processed,D:\2025-01-30\Bureau\master\S2\TRAITEMENT DES DONNEES MULTIMEDIA\Projet-Image Processing Tree Species Classification\src\preprocessing\data\processed\sampled\Buche_201.npy,D:\2025-01-30\Bureau\master\S2\TRAITEMENT DES DONNEES MULTIMEDIA\Projet-Image Processing Tree Species Classification\src\preprocessing\data\processed\normals\Buche_201.npy,D:\2025-01-30\Bureau\master\S2\TRAITEMENT DES DONNEES MULTIMEDIA\Projet-Image Processing Tree Species Classification\Dataset\dataverse_files\Buche\201.pts,"centroid:[10.45132064819336, 9.549248695373535, 11.216867446899414],orig_points:116152,cleaned:116152"
Buche_212,processed,D:\2025-01-30\Bureau\master\S2\TRAITEMENT DES DONNEES MULTIMEDIA\Projet-Image Processing Tree Species Classification\src\preprocessing\data\processed\sampled\Buche_212.npy,D:\2025-01-30\Bureau\master\S2\TRAITEMENT DES DONNEES MULTIMEDIA\Projet-Image Processing Tree Species Classification\src\preprocessing\data\processed\normals\Buche_212.npy,D:\2025-01-30\Bureau\master\S2\TRAITEMENT DES DONNEES MULTIMEDIA\Projet-Image Processing Tree Species Classification\Dataset\dataverse_files\Buche\212.pts,"centroid:[34.198482513427734, -20.729454040527344, 9.113175392150879],orig_points:96573,cleaned:96573"
Buche_21,processed,D:\2025-01-30\Bureau\master\S2\TRAITEMENT DES DONNEES MULTIMEDIA\Projet-Image Processing Tree Species Classification\src\preprocessing\data\processed\sampled\Buche_21.npy,D:\2025-01-30\Bureau\master\S2\TRAITEMENT DES DONNEES MULTIMEDIA\Projet-Image Processing Tree Species Classification\src\preprocessing\data\processed\normals\Buche_21.npy,D:\2025-01-30\Bureau\master\S2\TRAITEMENT DES DONNEES MULTIMEDIA\Projet-Image Processing Tree Species Classification\Dataset\dataverse_files\Buche\21.pts,"centroid:[-16.681961059570312, 13.719983100891113, 8.510161399841309],orig_points:94779,cleaned:94779"
Buche_203,processed,D:\2025-01-30\Bureau\master\S2\TRAITEMENT DES DONNEES MULTIMEDIA\Projet-Image Processing Tree Species Classification\src\preprocessing\data\processed\sampled\Buche_203.npy,D:\2025-01-30\Bureau\master\S2\TRAITEMENT DES DONNEES MULTIMEDIA\Projet-Image Processing Tree Species Classification\src\preprocessing\data\processed\normals\Buche_203.npy,D:\2025-01-30\Bureau\master\S2\TRAITEMENT DES DONNEES MULTIMEDIA\Projet-Image Processing Tree Species Classification\Dataset\dataverse_files\Buche\203.pts,"centroid:[23.01584815979004, -13.024798393249512, 6.678359508514404],orig_points:128441,cleaned:128441"
Buche_220,processed,D:\2025-01-30\Bureau\master\S2\TRAITEMENT DES DONNEES MULTIMEDIA\Projet-Image Processing Tree Species Classification\src\preprocessing\data\processed\sampled\Buche_220.npy,D:\2025-01-30\Bureau\master\S2\TRAITEMENT DES DONNEES MULTIMEDIA\Projet-Image Processing Tree Species Classification\src\preprocessing\data\processed\normals\Buche_220.npy,D:\2025-01-30\Bureau\master\S2\TRAITEMENT DES DONNEES MULTIMEDIA\Projet-Image Processing Tree Species Classification\Dataset\dataverse_files\Buche\220.pts,"centroid:[37.00835418701172, 7.823315143585205, 9.254894256591797],orig_points:53671,cleaned:53671"
Buche_221,processed,D:\2025-01-30\Bureau\master\S2\TRAITEMENT DES DONNEES MULTIMEDIA\Projet-Image Processing Tree Species Classification\src\preprocessing\data\processed\sampled\Buche_221.npy,D:\2025-01-30\Bureau\master\S2\TRAITEMENT DES DONNEES MULTIMEDIA\Projet-Image Processing Tree Species Classification\src\preprocessing\data\processed\normals\Buche_221.npy,D:\2025-01-30\Bureau\master\S2\TRAITEMENT DES DONNEES MULTIMEDIA\Projet-Image Processing Tree Species Classification\Dataset\dataverse_files\Buche\221.pts,"centroid:[45.065914154052734, -18.514883041381836, 6.042997360229492],orig_points:74840,cleaned:74840"
Buche_215,processed,D:\2025-01-30\Bureau\master\S2\TRAITEMENT DES DONNEES MULTIMEDIA\Projet-Image Processing Tree Species Classification\src\preprocessing\data\processed\sampled\Buche_215.npy,D:\2025-01-30\Bureau\master\S2\TRAITEMENT DES DONNEES MULTIMEDIA\Projet-Image Processing Tree Species Classification\src\preprocessing\data\processed\normals\Buche_215.npy,D:\2025-01-30\Bureau\master\S2\TRAITEMENT DES DONNEES MULTIMEDIA\Projet-Image Processing Tree Species Classification\Dataset\dataverse_files\Buche\215.pts,"centroid:[39.76545333862305, -5.311298847198486, 9.41409969329834],orig_points:88245,cleaned:88245"
Buche_227,processed,D:\2025-01-30\Bureau\master\S2\TRAITEMENT DES DONNEES MULTIMEDIA\Projet-Image Processing Tree Species Classification\src\preprocessing\data\processed\sampled\Buche_227.npy,D:\2025-01-30\Bureau\master\S2\TRAITEMENT DES DONNEES MULTIMEDIA\Projet-Image Processing Tree Species Classification\src\preprocessing\data\processed\normals\Buche_227.npy,D:\2025-01-30\Bureau\master\S2\TRAITEMENT DES DONNEES MULTIMEDIA\Projet-Image Processing Tree Species Classification\Dataset\dataverse_files\Buche\227.pts,"centroid:[51.42254638671875, 1.7295646667480469, 4.158957004547119],orig_points:68142,cleaned:68142"
Buche_23,processed,D:\2025-01-30\Bureau\master\S2\TRAITEMENT DES DONNEES MULTIMEDIA\Projet-Image Processing Tree Species Classification\src\preprocessing\data\processed\sampled\Buche_23.npy,D:\2025-01-30\Bureau\master\S2\TRAITEMENT DES DONNEES MULTIMEDIA\Projet-Image Processing Tree Species Classification\src\preprocessing\data\processed\normals\Buche_23.npy,D:\2025-01-30\Bureau\master\S2\TRAITEMENT DES DONNEES MULTIMEDIA\Projet-Image Processing Tree Species Classification\Dataset\dataverse_files\Buche\23.pts,"centroid:[-22.442874908447266, 7.518668174743652, 9.85690975189209],orig_points:77032,cleaned:77032"
Buche_239,processed,D:\2025-01-30\Bureau\master\S2\TRAITEMENT DES DONNEES MULTIMEDIA\Projet-Image Processing Tree Species Classification\src\preprocessing\data\processed\sampled\Buche_239.npy,D:\2025-01-30\Bureau\master\S2\TRAITEMENT DES DONNEES MULTIMEDIA\Projet-Image Processing Tree Species Classification\src\preprocessing\data\processed\normals\Buche_239.npy,D:\2025-01-30\Bureau\master\S2\TRAITEMENT DES DONNEES MULTIMEDIA\Projet-Image Processing Tree Species Classification\Dataset\dataverse_files\Buche\239.pts,"centroid:[41.108428955078125, 17.10725975036621, 8.705585479736328],orig_points:65464,cleaned:65464"
Buche_223,processed,D:\2025-01-30\Bureau\master\S2\TRAITEMENT DES DONNEES MULTIMEDIA\Projet-Image Processing Tree Species Classification\src\preprocessing\data\processed\sampled\Buche_223.npy,D:\2025-01-30\Bureau\master\S2\TRAITEMENT DES DONNEES MULTIMEDIA\Projet-Image Processing Tree Species Classification\src\preprocessing\data\processed\normals\Buche_223.npy,D:\2025-01-30\Bureau\master\S2\TRAITEMENT DES DONNEES MULTIMEDIA\Projet-Image Processing Tree Species Classification\Dataset\dataverse_files\Buche\223.pts,"centroid:[48.24699401855469, -13.720147132873535, 6.163071155548096],orig_points:151844,cleaned:151844"
Buche_216,processed,D:\2025-01-30\Bureau\master\S2\TRAITEMENT DES DONNEES MULTIMEDIA\Projet-Image Processing Tree Species Classification\src\preprocessing\data\processed\sampled\Buche_216.npy,D:\2025-01-30\Bureau\master\S2\TRAITEMENT DES DONNEES MULTIMEDIA\Projet-Image Processing Tree Species Classification\src\preprocessing\data\processed\normals\Buche_216.npy,D:\2025-01-30\Bureau\master\S2\TRAITEMENT DES DONNEES MULTIMEDIA\Projet-Image Processing Tree Species Classification\Dataset\dataverse_files\Buche\216.pts,"centroid:[46.29450988769531, 4.511057376861572, 6.598760604858398],orig_points:152943,cleaned:152943"
Buche_226,processed,D:\2025-01-30\Bureau\master\S2\TRAITEMENT DES DONNEES MULTIMEDIA\Projet-Image Processing Tree Species Classification\src\preprocessing\data\processed\sampled\Buche_226.npy,D:\2025-01-30\Bureau\master\S2\TRAITEMENT DES DONNEES MULTIMEDIA\Projet-Image Processing Tree Species Classification\src\preprocessing\data\processed\normals\Buche_226.npy,D:\2025-01-30\Bureau\master\S2\TRAITEMENT DES DONNEES MULTIMEDIA\Projet-Image Processing Tree Species Classification\Dataset\dataverse_files\Buche\226.pts,"centroid:[51.60359191894531, -0.5523996353149414, 7.207065105438232],orig_points:98140,cleaned:98140"
