id,class,n_points,min_x,min_y,min_z,max_x,max_y,max_z,centroid_x,centroid_y,centroid_z,volume,density,path
Buche_141,Buche,1024,-0.4397960603237152,-0.4166021943092346,-0.8676963448524475,0.3178270757198334,0.5854922533035278,0.9657482504844666,-0.02321518398821354,0.04703064262866974,0.24258463084697723,1.3919694423675537,735.6483330972503,D:\2025-01-30\Bureau\master\S2\TRAITEMENT DES DONNEES MULTIMEDIA\Projet-Image Processing Tree Species Classification\src\data\processed\sampled\Buche_141.npy
Buche_142,Buche,1024,-0.3578016757965088,-0.3333352208137512,-0.7763434052467346,0.3355894386768341,0.3429560363292694,0.9797222018241882,-0.01643224246799946,0.008952486328780651,0.4798608422279358,0.823479413986206,1243.504066535357,D:\2025-01-30\Bureau\master\S2\TRAITEMENT DES DONNEES MULTIMEDIA\Projet-Image Processing Tree Species Classification\src\data\processed\sampled\Buche_142.npy
Buche_145,Buche,1024,-0.30092212557792664,-0.4029128849506378,-0.7182894945144653,0.274394154548645,0.28622010350227356,0.979780912399292,-0.028741000220179558,-0.02538234367966652,0.5505436062812805,0.6732330322265625,1521.0186532490197,D:\2025-01-30\Bureau\master\S2\TRAITEMENT DES DONNEES MULTIMEDIA\Projet-Image Processing Tree Species Classification\src\data\processed\sampled\Buche_145.npy
Buche_146,Buche,1024,-0.29775866866111755,-0.4033952057361603,-0.8576642274856567,0.36864230036735535,0.36109283566474915,0.9736998081207275,0.05453706905245781,-0.12353784590959549,0.3168626129627228,0.9329985976219177,1097.5364835596024,D:\2025-01-30\Bureau\master\S2\TRAITEMENT DES DONNEES MULTIMEDIA\Projet-Image Processing Tree Species Classification\src\data\processed\sampled\Buche_146.npy
Buche_147,Buche,1024,-0.3116019070148468,-0.43650785088539124,-0.7975292205810547,0.3782429099082947,0.5223734378814697,0.976315975189209,0.04102683812379837,-0.011651556007564068,0.3378015458583832,1.173361897468567,872.706027193483,D:\2025-01-30\Bureau\master\S2\TRAITEMENT DES DONNEES MULTIMEDIA\Projet-Image Processing Tree Species Classification\src\data\processed\sampled\Buche_147.npy
Buche_166,Buche,1024,-0.47078844904899597,-0.5073819160461426,-0.7734554409980774,0.24207796156406403,0.33853965997695923,0.9746019840240479,-0.03368952497839928,-0.025907326489686966,0.5745185017585754,1.0541293621063232,971.4177754748052,D:\2025-01-30\Bureau\master\S2\TRAITEMENT DES DONNEES MULTIMEDIA\Projet-Image Processing Tree Species Classification\src\data\processed\sampled\Buche_166.npy
Buche_167,Buche,1024,-0.5015149712562561,-0.4062509536743164,-0.9032840132713318,0.37725120782852173,0.44237568974494934,0.9987621903419495,0.003915371838957071,0.0010738467099145055,0.22288045287132263,1.4184402227401733,721.9197422516789,D:\2025-01-30\Bureau\master\S2\TRAITEMENT DES DONNEES MULTIMEDIA\Projet-Image Processing Tree Species Classification\src\data\processed\sampled\Buche_167.npy
Buche_172,Buche,1024,-0.22360405325889587,-0.23329780995845795,-0.5458134412765503,0.265203595161438,0.2021782100200653,0.9976990222930908,0.009692211635410786,0.002892968477681279,0.3497978448867798,0.3285582363605499,3116.646873147606,D:\2025-01-30\Bureau\master\S2\TRAITEMENT DES DONNEES MULTIMEDIA\Projet-Image Processing Tree Species Classification\src\data\processed\sampled\Buche_172.npy
Buche_173,Buche,1024,-0.3261009752750397,-0.4338269829750061,-0.9890263080596924,0.48251524567604065,0.3730567395687103,0.7896313667297363,0.04160240665078163,-0.01696903444826603,0.17188210785388947,1.1605017185211182,882.3769785579734,D:\2025-01-30\Bureau\master\S2\TRAITEMENT DES DONNEES MULTIMEDIA\Projet-Image Processing Tree Species Classification\src\data\processed\sampled\Buche_173.npy
Buche_18,Buche,1024,-0.2609291970729828,-0.1789679229259491,-0.44348788261413574,0.19002458453178406,0.12735329568386078,0.9954661130905151,-0.013777656480669975,-0.009906056337058544,0.33564117550849915,0.1987723559141159,5151.621790116742,D:\2025-01-30\Bureau\master\S2\TRAITEMENT DES DONNEES MULTIMEDIA\Projet-Image Processing Tree Species Classification\src\data\processed\sampled\Buche_18.npy
Buche_180,Buche,1024,-0.3277331292629242,-0.24849501252174377,-0.5924884080886841,0.2901478111743927,0.30389389395713806,0.9999886155128479,0.009459126740694046,-0.012117890641093254,0.2235335111618042,0.5435292720794678,1883.9831681600472,D:\2025-01-30\Bureau\master\S2\TRAITEMENT DES DONNEES MULTIMEDIA\Projet-Image Processing Tree Species Classification\src\data\processed\sampled\Buche_180.npy
Buche_188,Buche,1024,-0.37800824642181396,-0.33393481373786926,-0.8650405406951904,0.28690576553344727,0.30638787150382996,0.9425137042999268,-0.022503871470689774,0.03377292677760124,0.23870281875133514,0.7695834636688232,1330.5899208362673,D:\2025-01-30\Bureau\master\S2\TRAITEMENT DES DONNEES MULTIMEDIA\Projet-Image Processing Tree Species Classification\src\data\processed\sampled\Buche_188.npy
Buche_19,Buche,1024,-0.3482552170753479,-0.23080256581306458,-0.7014250159263611,0.24831871688365936,0.30291709303855896,0.9963530898094177,-0.046009987592697144,0.06284154951572418,0.6212750673294067,0.5405780673027039,1894.2684913381763,D:\2025-01-30\Bureau\master\S2\TRAITEMENT DES DONNEES MULTIMEDIA\Projet-Image Processing Tree Species Classification\src\data\processed\sampled\Buche_19.npy
Buche_190,Buche,1024,-0.45995503664016724,-0.5627834796905518,-0.9537127017974854,0.44910022616386414,0.45249661803245544,0.9767794013023376,-0.0065436516888439655,-0.030981510877609253,0.18585287034511566,1.7817394733428955,574.719264696299,D:\2025-01-30\Bureau\master\S2\TRAITEMENT DES DONNEES MULTIMEDIA\Projet-Image Processing Tree Species Classification\src\data\processed\sampled\Buche_190.npy
Buche_191,Buche,1024,-0.33363470435142517,-0.3510332703590393,-0.7290366888046265,0.3283911645412445,0.3501735031604767,0.9858343005180359,-0.012381200678646564,-0.003810018301010132,0.2316136360168457,0.7960723042488098,1286.3153190164899,D:\2025-01-30\Bureau\master\S2\TRAITEMENT DES DONNEES MULTIMEDIA\Projet-Image Processing Tree Species Classification\src\data\processed\sampled\Buche_191.npy
Buche_192,Buche,1024,-0.283531129360199,-0.2021537572145462,-0.6726775169372559,0.22198300063610077,0.21047884225845337,0.9938169717788696,-0.030624331906437874,-0.00520661473274231,0.509219229221344,0.3476167619228363,2945.772793969316,D:\2025-01-30\Bureau\master\S2\TRAITEMENT DES DONNEES MULTIMEDIA\Projet-Image Processing Tree Species Classification\src\data\processed\sampled\Buche_192.npy
Buche_193,Buche,1024,-0.1480710357427597,-0.168390154838562,-0.5174391865730286,0.19946402311325073,0.15599429607391357,0.9998571872711182,0.01887435093522072,-0.00321794836781919,0.40276017785072327,0.17105236649513245,5986.470815819665,D:\2025-01-30\Bureau\master\S2\TRAITEMENT DES DONNEES MULTIMEDIA\Projet-Image Processing Tree Species Classification\src\data\processed\sampled\Buche_193.npy
Buche_197,Buche,1024,-0.34003862738609314,-0.26993003487586975,-0.6916343569755554,0.24445757269859314,0.38676851987838745,0.9601975679397583,-0.04985352233052254,0.03773900493979454,0.45746225118637085,0.6340355277061462,1615.051452565587,D:\2025-01-30\Bureau\master\S2\TRAITEMENT DES DONNEES MULTIMEDIA\Projet-Image Processing Tree Species Classification\src\data\processed\sampled\Buche_197.npy
Buche_200,Buche,1024,-0.4182884097099304,-0.30750060081481934,-0.8227617740631104,0.24811679124832153,0.2994668483734131,0.9746723771095276,-0.05588458105921745,0.011232403106987476,0.3501286506652832,0.7270374298095703,1408.4556833177237,D:\2025-01-30\Bureau\master\S2\TRAITEMENT DES DONNEES MULTIMEDIA\Projet-Image Processing Tree Species Classification\src\data\processed\sampled\Buche_200.npy
Buche_201,Buche,1024,-0.23858757317066193,-0.2626703679561615,-0.7308951616287231,0.26933667063713074,0.23945552110671997,0.9876008033752441,0.0009468186181038618,0.011379825882613659,0.4852507710456848,0.43828848004341125,2336.360745549542,D:\2025-01-30\Bureau\master\S2\TRAITEMENT DES DONNEES MULTIMEDIA\Projet-Image Processing Tree Species Classification\src\data\processed\sampled\Buche_201.npy
Buche_203,Buche,1024,-0.2401042878627777,-0.27970901131629944,-0.5805416107177734,0.1927669495344162,0.1921387016773224,0.9975236654281616,-0.017287489026784897,-0.025993559509515762,0.39169996976852417,0.3223187029361725,3176.9797739685578,D:\2025-01-30\Bureau\master\S2\TRAITEMENT DES DONNEES MULTIMEDIA\Projet-Image Processing Tree Species Classification\src\data\processed\sampled\Buche_203.npy
Buche_208,Buche,1024,-0.13334695994853973,-0.16807709634304047,-0.6502974629402161,0.25090235471725464,0.2523590922355652,0.9949672818183899,0.024368686601519585,0.03723976016044617,0.40070462226867676,0.26579633355140686,3852.573834702469,D:\2025-01-30\Bureau\master\S2\TRAITEMENT DES DONNEES MULTIMEDIA\Projet-Image Processing Tree Species Classification\src\data\processed\sampled\Buche_208.npy
Buche_21,Buche,1024,-0.3706310987472534,-0.2525126338005066,-0.7059360146522522,0.25298354029655457,0.4423132836818695,0.9957213401794434,-0.05904827266931534,0.06962263584136963,0.39074528217315674,0.7373342514038086,1388.7866975532593,D:\2025-01-30\Bureau\master\S2\TRAITEMENT DES DONNEES MULTIMEDIA\Projet-Image Processing Tree Species Classification\src\data\processed\sampled\Buche_21.npy
Buche_212,Buche,1024,-0.3482269048690796,-0.22657766938209534,-0.7465596795082092,0.3257080912590027,0.23239408433437347,0.9987215399742126,-0.015034067444503307,0.00081302085891366,0.4842349588871002,0.53984534740448,1896.8395391815175,D:\2025-01-30\Bureau\master\S2\TRAITEMENT DES DONNEES MULTIMEDIA\Projet-Image Processing Tree Species Classification\src\data\processed\sampled\Buche_212.npy
Buche_215,Buche,1024,-0.39227908849716187,-0.37069475650787354,-0.8000779151916504,0.21609757840633392,0.42402383685112,0.9776692986488342,-0.05702078342437744,0.02606029249727726,0.49100804328918457,0.8595199584960938,1191.362678525462,D:\2025-01-30\Bureau\master\S2\TRAITEMENT DES DONNEES MULTIMEDIA\Projet-Image Processing Tree Species Classification\src\data\processed\sampled\Buche_215.npy
Buche_216,Buche,1024,-0.2312217801809311,-0.30973514914512634,-0.4507591724395752,0.4276200234889984,0.20179644227027893,0.9941098093986511,0.0012873128289356828,-0.04470568522810936,0.6798427700996399,0.4869474470615387,2102.8963313788367,D:\2025-01-30\Bureau\master\S2\TRAITEMENT DES DONNEES MULTIMEDIA\Projet-Image Processing Tree Species Classification\src\data\processed\sampled\Buche_216.npy
Buche_220,Buche,1024,-0.3636239469051361,-0.3696589469909668,-0.930115282535553,0.4509885013103485,0.2514180541038513,0.9966063499450684,0.04581393674015999,-0.05180785804986954,0.5005566477775574,0.9747998118400574,1050.4720944365706,D:\2025-01-30\Bureau\master\S2\TRAITEMENT DES DONNEES MULTIMEDIA\Projet-Image Processing Tree Species Classification\src\data\processed\sampled\Buche_220.npy
Buche_221,Buche,1024,-0.2370443195104599,-0.22960279881954193,-0.5267935991287231,0.20417888462543488,0.23064862191677094,0.9971408247947693,0.00792800821363926,0.0017575920792296529,0.47887760400772095,0.3094708323478699,3308.8740293590654,D:\2025-01-30\Bureau\master\S2\TRAITEMENT DES DONNEES MULTIMEDIA\Projet-Image Processing Tree Species Classification\src\data\processed\sampled\Buche_221.npy
Buche_223,Buche,1024,-0.22420454025268555,-0.23939503729343414,-0.527351975440979,0.212728813290596,0.2562118470668793,0.9979296922683716,-0.005558203440159559,-0.004577059298753738,0.22576801478862762,0.3302954435348511,3100.254696344162,D:\2025-01-30\Bureau\master\S2\TRAITEMENT DES DONNEES MULTIMEDIA\Projet-Image Processing Tree Species Classification\src\data\processed\sampled\Buche_223.npy
Buche_225,Buche,1024,-0.49093350768089294,-0.8645522594451904,-0.8203704953193665,0.5478535294532776,0.5184975266456604,0.49720972776412964,0.02816692925989628,-0.1089988574385643,0.10688388347625732,1.8929598331451416,540.9517846443841,D:\2025-01-30\Bureau\master\S2\TRAITEMENT DES DONNEES MULTIMEDIA\Projet-Image Processing Tree Species Classification\src\data\processed\sampled\Buche_225.npy
Buche_226,Buche,1024,-0.2658470869064331,-0.21709412336349487,-0.5764504671096802,0.22562697529792786,0.29934537410736084,0.9890328645706177,-0.012823685072362423,0.02054670825600624,0.5425412058830261,0.3973456621170044,2577.101243648327,D:\2025-01-30\Bureau\master\S2\TRAITEMENT DES DONNEES MULTIMEDIA\Projet-Image Processing Tree Species Classification\src\data\processed\sampled\Buche_226.npy
Buche_227,Buche,1024,-0.5574279427528381,-0.4051954448223114,-0.9814555048942566,0.49564629793167114,0.48947587609291077,0.8110928535461426,0.00688884686678648,0.025334971025586128,0.1349421888589859,1.688858985900879,606.3265249192923,D:\2025-01-30\Bureau\master\S2\TRAITEMENT DES DONNEES MULTIMEDIA\Projet-Image Processing Tree Species Classification\src\data\processed\sampled\Buche_227.npy
Buche_23,Buche,1024,-0.2939538061618805,-0.3216070830821991,-0.7909337282180786,0.3908461630344391,0.3371456265449524,0.9934552311897278,0.018622182309627533,0.006010894197970629,0.3692012131214142,0.8049625754356384,1272.1088299612197,D:\2025-01-30\Bureau\master\S2\TRAITEMENT DES DONNEES MULTIMEDIA\Projet-Image Processing Tree Species Classification\src\data\processed\sampled\Buche_23.npy
Buche_239,Buche,1024,-0.38506025075912476,-0.2570139467716217,-0.9334659576416016,0.33303868770599365,0.27475613355636597,0.9951511025428772,-0.03968249261379242,0.020375356078147888,0.5011877417564392,0.7364685535430908,1390.419176859105,D:\2025-01-30\Bureau\master\S2\TRAITEMENT DES DONNEES MULTIMEDIA\Projet-Image Processing Tree Species Classification\src\data\processed\sampled\Buche_239.npy
Buche_24,Buche,1024,-0.36169013381004333,-0.451584130525589,-0.8486247658729553,0.4326060116291046,0.5524477958679199,0.9696149826049805,-0.012776928022503853,0.0248219296336174,0.17913219332695007,1.4500436782836914,706.1856241544616,D:\2025-01-30\Bureau\master\S2\TRAITEMENT DES DONNEES MULTIMEDIA\Projet-Image Processing Tree Species Classification\src\data\processed\sampled\Buche_24.npy
Buche_241,Buche,1024,-0.2965056002140045,-0.3040291965007782,-0.6933601498603821,0.36704644560813904,0.30479133129119873,0.9254970550537109,-0.0014986632158979774,-0.021019279956817627,0.10557027161121368,0.6539925932884216,1565.7669681717618,D:\2025-01-30\Bureau\master\S2\TRAITEMENT DES DONNEES MULTIMEDIA\Projet-Image Processing Tree Species Classification\src\data\processed\sampled\Buche_241.npy
Buche_245,Buche,1024,-0.354559987783432,-0.20678052306175232,-0.9900553822517395,0.23204493522644043,0.335662305355072,0.8737857341766357,-0.04381243512034416,0.043682925403118134,0.45841047167778015,0.5930735468864441,1726.598674609349,D:\2025-01-30\Bureau\master\S2\TRAITEMENT DES DONNEES MULTIMEDIA\Projet-Image Processing Tree Species Classification\src\data\processed\sampled\Buche_245.npy
Buche_254,Buche,1024,-0.25166478753089905,-0.14896126091480255,-0.6777667999267578,0.40519386529922485,0.39317265152931213,0.9967135190963745,0.03283786401152611,0.04979892075061798,0.4055596590042114,0.5962914824485779,1717.2809442038379,D:\2025-01-30\Bureau\master\S2\TRAITEMENT DES DONNEES MULTIMEDIA\Projet-Image Processing Tree Species Classification\src\data\processed\sampled\Buche_254.npy
Buche_255,Buche,1024,-0.47659793496131897,-0.5296409726142883,-0.9469865560531616,0.43075692653656006,0.3432709574699402,0.7583843469619751,0.013692080043256283,-0.027698075398802757,0.040040697902441025,1.3507235050201416,758.1122237039403,D:\2025-01-30\Bureau\master\S2\TRAITEMENT DES DONNEES MULTIMEDIA\Projet-Image Processing Tree Species Classification\src\data\processed\sampled\Buche_255.npy
Buche_256,Buche,1024,-0.43323618173599243,-0.3899844288825989,-0.7641769647598267,0.4051564335823059,0.4263417720794678,0.9234890937805176,0.014404933899641037,0.003637191141024232,0.10565103590488434,1.1550418138504028,886.5479913549044,D:\2025-01-30\Bureau\master\S2\TRAITEMENT DES DONNEES MULTIMEDIA\Projet-Image Processing Tree Species Classification\src\data\processed\sampled\Buche_256.npy
Buche_258,Buche,1024,-0.44243571162223816,-0.5173278450965881,-0.9865942001342773,0.43963998556137085,0.5146865844726562,0.9557490944862366,0.02641211822628975,0.018065039068460464,0.24439029395580292,1.768143653869629,579.1384640942206,D:\2025-01-30\Bureau\master\S2\TRAITEMENT DES DONNEES MULTIMEDIA\Projet-Image Processing Tree Species Classification\src\data\processed\sampled\Buche_258.npy
Buche_262,Buche,1024,-0.6310592293739319,-0.5733047127723694,-0.756834089756012,0.6914388537406921,0.840516209602356,0.5428332090377808,0.064410001039505,0.1156032457947731,0.10901038348674774,2.430086135864258,421.3842402075247,D:\2025-01-30\Bureau\master\S2\TRAITEMENT DES DONNEES MULTIMEDIA\Projet-Image Processing Tree Species Classification\src\data\processed\sampled\Buche_262.npy
Buche_266,Buche,1024,-0.6403732895851135,-0.36879393458366394,-0.8793576955795288,0.40022116899490356,0.7454778552055359,0.8041934370994568,-0.06994696706533432,0.07242254912853241,0.23401322960853577,1.9520858526229858,524.5670924893328,D:\2025-01-30\Bureau\master\S2\TRAITEMENT DES DONNEES MULTIMEDIA\Projet-Image Processing Tree Species Classification\src\data\processed\sampled\Buche_266.npy
Buche_268,Buche,1024,-0.3170969784259796,-0.44003182649612427,-0.8561465740203857,0.3571587800979614,0.36899080872535706,0.9783144593238831,-0.014570550061762333,-0.037994347512722015,0.2002444863319397,1.0006767511367798,1023.3074755026784,D:\2025-01-30\Bureau\master\S2\TRAITEMENT DES DONNEES MULTIMEDIA\Projet-Image Processing Tree Species Classification\src\data\processed\sampled\Buche_268.npy
Buche_269,Buche,1024,-0.3575924038887024,-0.4047456979751587,-0.669575572013855,0.3871835470199585,0.29212459921836853,0.9973394274711609,0.020987296476960182,-0.015059780329465866,0.5381516814231873,0.8651493191719055,1183.610710091226,D:\2025-01-30\Bureau\master\S2\TRAITEMENT DES DONNEES MULTIMEDIA\Projet-Image Processing Tree Species Classification\src\data\processed\sampled\Buche_269.npy
Buche_270,Buche,1024,-0.0861237421631813,-0.256982684135437,-0.45529836416244507,0.3307247459888458,0.10040465742349625,0.979251503944397,0.12096215039491653,-0.06018856167793274,0.6779882311820984,0.21371401846408844,4791.449841986236,D:\2025-01-30\Bureau\master\S2\TRAITEMENT DES DONNEES MULTIMEDIA\Projet-Image Processing Tree Species Classification\src\data\processed\sampled\Buche_270.npy
Buche_271,Buche,1024,-0.18505920469760895,-0.17146365344524384,-0.45367303490638733,0.27888357639312744,0.17595601081848145,0.9797056317329407,0.06210741400718689,-0.009202680550515652,0.4984833896160126,0.23103606700897217,4432.208413417258,D:\2025-01-30\Bureau\master\S2\TRAITEMENT DES DONNEES MULTIMEDIA\Projet-Image Processing Tree Species Classification\src\data\processed\sampled\Buche_271.npy
Buche_273,Buche,1024,-0.1845666766166687,-0.14802972972393036,-0.4333517551422119,0.1126326248049736,0.17415915429592133,0.9921961426734924,-0.016182776540517807,0.02492697164416313,0.33909809589385986,0.13650235533714294,7501.702058333382,D:\2025-01-30\Bureau\master\S2\TRAITEMENT DES DONNEES MULTIMEDIA\Projet-Image Processing Tree Species Classification\src\data\processed\sampled\Buche_273.npy
Buche_28,Buche,1024,-0.11827443540096283,-0.07902097702026367,-0.4486826956272125,0.10963305085897446,0.14053255319595337,0.9944124817848206,-0.005624621175229549,0.006870050448924303,0.4162512421607971,0.0722094401717186,14180.971318498849,D:\2025-01-30\Bureau\master\S2\TRAITEMENT DES DONNEES MULTIMEDIA\Projet-Image Processing Tree Species Classification\src\data\processed\sampled\Buche_28.npy
Buche_3,Buche,1024,-0.4528590440750122,-0.2987809479236603,-0.7878045439720154,0.37250658869743347,0.31271055340766907,0.9680238962173462,-0.05857938900589943,-0.02508082240819931,0.5230627655982971,0.8861737847328186,1155.529555987414,D:\2025-01-30\Bureau\master\S2\TRAITEMENT DES DONNEES MULTIMEDIA\Projet-Image Processing Tree Species Classification\src\data\processed\sampled\Buche_3.npy
Buche_37,Buche,1024,-0.14948010444641113,-0.2862972319126129,-0.7488387227058411,0.361028254032135,0.2736850678920746,0.9984737038612366,0.06226764991879463,0.04359089210629463,0.5076296925544739,0.49951407313346863,2049.992292662374,D:\2025-01-30\Bureau\master\S2\TRAITEMENT DES DONNEES MULTIMEDIA\Projet-Image Processing Tree Species Classification\src\data\processed\sampled\Buche_37.npy
Buche_40,Buche,1024,-0.3754100799560547,-0.3984578847885132,-0.9051440358161926,0.3282175362110138,0.4242473840713501,0.9808309078216553,-0.009503780864179134,0.002865578280761838,0.5423544049263,1.0917495489120483,937.9440559608546,D:\2025-01-30\Bureau\master\S2\TRAITEMENT DES DONNEES MULTIMEDIA\Projet-Image Processing Tree Species Classification\src\data\processed\sampled\Buche_40.npy
Buche_42,Buche,1024,-0.2631584405899048,-0.2749270796775818,-0.5180873870849609,0.19836823642253876,0.22485893964767456,0.9979047775268555,-0.023082027211785316,-0.004377027507871389,0.662300705909729,0.3496856987476349,2928.3439490586998,D:\2025-01-30\Bureau\master\S2\TRAITEMENT DES DONNEES MULTIMEDIA\Projet-Image Processing Tree Species Classification\src\data\processed\sampled\Buche_42.npy
Buche_43,Buche,1024,-0.12465180456638336,-0.2059953361749649,-0.42505717277526855,0.07171127200126648,0.10880430787801743,0.9987565875053406,-0.0015958508010953665,-0.017910445109009743,0.3419622480869293,0.08801308274269104,11634.63394406597,D:\2025-01-30\Bureau\master\S2\TRAITEMENT DES DONNEES MULTIMEDIA\Projet-Image Processing Tree Species Classification\src\data\processed\sampled\Buche_43.npy
Buche_44,Buche,1024,-0.36160513758659363,-0.24580901861190796,-0.7292589545249939,0.35823550820350647,0.2455822229385376,0.9633579850196838,0.0014560942072421312,-0.011600838974118233,0.24190114438533783,0.5987181663513184,1710.3205774436665,D:\2025-01-30\Bureau\master\S2\TRAITEMENT DES DONNEES MULTIMEDIA\Projet-Image Processing Tree Species Classification\src\data\processed\sampled\Buche_44.npy
Buche_46,Buche,1024,-0.36138784885406494,-0.34421417117118835,-0.5723987221717834,0.21190711855888367,0.3004835247993469,0.996067464351654,-0.05017790570855141,-0.05849084258079529,0.4170232117176056,0.5797081589698792,1766.4060513131499,D:\2025-01-30\Bureau\master\S2\TRAITEMENT DES DONNEES MULTIMEDIA\Projet-Image Processing Tree Species Classification\src\data\processed\sampled\Buche_46.npy
Buche_57,Buche,1024,-0.28220370411872864,-0.3182203769683838,-0.9925635457038879,0.413103312253952,0.31808215379714966,0.6656978726387024,0.014240616001188755,-0.027029821649193764,0.2653771638870239,0.7336573004722595,1395.7470324916621,D:\2025-01-30\Bureau\master\S2\TRAITEMENT DES DONNEES MULTIMEDIA\Projet-Image Processing Tree Species Classification\src\data\processed\sampled\Buche_57.npy
Buche_76,Buche,1024,-0.28140172362327576,-0.1046789363026619,-0.6025434732437134,0.14323274791240692,0.3316915035247803,0.9976483583450317,-0.04203322157263756,0.06822878122329712,0.44202476739883423,0.2965122163295746,3453.483342695802,D:\2025-01-30\Bureau\master\S2\TRAITEMENT DES DONNEES MULTIMEDIA\Projet-Image Processing Tree Species Classification\src\data\processed\sampled\Buche_76.npy
Buche_91,Buche,1024,-0.39130324125289917,-0.39579981565475464,-0.6923566460609436,0.39432618021965027,0.33243662118911743,0.9777538180351257,0.010264170356094837,-0.04313072934746742,0.4992222487926483,0.9555101990699768,1071.678775377475,D:\2025-01-30\Bureau\master\S2\TRAITEMENT DES DONNEES MULTIMEDIA\Projet-Image Processing Tree Species Classification\src\data\processed\sampled\Buche_91.npy
Buche_98,Buche,1024,-0.3876097500324249,-0.339690238237381,-0.9057169556617737,0.3123597800731659,0.46304282546043396,0.9744520783424377,0.0184605922549963,0.02572385035455227,0.4748716950416565,1.0564457178115845,969.2878514583831,D:\2025-01-30\Bureau\master\S2\TRAITEMENT DES DONNEES MULTIMEDIA\Projet-Image Processing Tree Species Classification\src\data\processed\sampled\Buche_98.npy
